identity_key,display_ref,canonical_mt_ref,canonical_lxx_ref,total_occurrences,current_occurrences,historical_occurrences,source_kinds,sample_liturgical_places,hour_themes,patristic_homily_slug,chapter_study_slug,audio_slug,site_note
rid_a2d1fdb36fa878c57dfb,Lk 2:21-39,Lk 2:21-39,Lk 2:21-39,34,34,0,copticchurch_date; katameros_cycle,Circumcision of our Lord | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-2,lk-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3dc4b088d2d1cd3c4b02,Lk 2:25-32,Lk 2:25-32,Lk 2:25-32,1,1,0,agpeya,Twelfth Hour (Compline / Before Sleep) | Twelfth Hour (Compline / Before Sleep) | gospel,,,lk-2,lk-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5d2fe211f1b9d8ed7107,Lk 2:29-32,Lk 2:29-32,Lk 2:29-32,1,1,0,bright_saturday_service_order,Bright Saturday | Midnight Praises | Prayer of Simeon the Elder,,,lk-2,lk-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_44aca0c7d72925f4ea8a,Lk 2:40-52,Lk 2:40-52,Lk 2:40-52,34,34,0,copticchurch_date; katameros_cycle,Circumcision of our Lord | Matins | Gospel,awakening to praise and repentance,,lk-2,lk-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_fcbfc9ce1b59424f7922,Lk 3:1-18,Lk 3:1-18,Lk 3:1-18,21,21,0,copticchurch_date; katameros_cycle,Epiphany Paramoune | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-3,lk-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_c25c03f4f7cb51edf656,Lk 3:21-22,Lk 3:21-22,Lk 3:21-22,17,17,0,copticchurch_date; katameros_cycle,The Second Day of Feast of Epiphany | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-3,lk-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_947a68de15187ad3334b,Lk 3:23-38,Lk 3:23-38,Lk 3:23-38,21,21,0,copticchurch_date; katameros_cycle,Christmas | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-3,lk-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_c84a11b94ea2e61a1ccc,Lk 4:1-13,Lk 4:1-13,Lk 4:1-13,37,37,0,copticchurch_date; katameros_cycle,Sunday of the second week of Great Lent | Matins | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,lk-4,lk-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2adc87da331a6ae1b9c5,Lk 4:14-30,Lk 4:14-30,Lk 4:14-30,17,17,0,copticchurch_date; katameros_cycle,Feast of Nayrouz - (Readings of the First of Tut) | Liturgy | Gospel || Tout 1 | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-4,lk-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ce5aa73bf54fe98c35eb,Lk 4:22-30,Lk 4:22-30,Lk 4:22-30,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the sixth week of Great Lent | Matins | Gospel,awakening to praise and repentance,,lk-4,lk-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_64b1896f50ba882a6cde,Lk 4:23-30,Lk 4:23-30,Lk 4:23-30,5,5,0,copticchurch_date; katameros_cycle,Nasie 6 | Matins | Gospel || matins_gospel | matins_gospel,awakening to praise and repentance,,lk-4,lk-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_d41bc178c49821bfd2d3,Lk 4:31-37,Lk 4:31-37,Lk 4:31-37,32,32,0,copticchurch_date; katameros_cycle,Friday of the fourth week of Great Lent | Matins | Gospel,awakening to praise and repentance,,lk-4,lk-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f71ad9397c837206e5c4,Lk 4:38-41,Lk 4:38-41,Lk 4:38-41,61,61,0,agpeya; copticchurch_date; katameros_cycle,Eleventh Hour (Vespers) | Eleventh Hour (Vespers) | gospel || Monday of the seventh week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-4,lk-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e45a019ce84e6958ed60,Lk 4:38-42,Lk 4:38-42,Lk 4:38-42,17,17,0,copticchurch_date; katameros_cycle,Friday of the first week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-4,lk-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6422a1b6475d34d053b6,Lk 4:40-44,Lk 4:40-44,Lk 4:40-44,15,15,0,copticchurch_date; katameros_cycle,The first Sunday of Toba | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-4,lk-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_b9c13c5810d2ec2c12af,Lk 4:42-5,Lk 4:42-5,Lk 4:42-5,1,1,0,katameros_cycle,Readings for Entrance into Egypt | matins_gospel | matins_gospel,,,lk-4,lk-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_b0f69c5b839b3f6bd5ee,Lk 4:42-5:3,Lk 4:42-5:3,Lk 4:42-5:3,16,16,0,copticchurch_date,Monday of the seventh week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,lk-4,lk-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_372a0442b6ac5a6fafdb,Lk 5:1-11,Lk 5:1-11,Lk 5:1-11,34,34,0,copticchurch_date; katameros_cycle,The second Sunday of Baba | Liturgy | Gospel,evening thanksgiving and watchfulness; the Eucharistic gathering of the Church,,lk-5,lk-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_4993b6a1d5528b92085a,Lk 5:12-16,Lk 5:12-16,Lk 5:12-16,17,17,0,copticchurch_date; katameros_cycle,Friday of the first week of Great Lent | Matins | Gospel,awakening to praise and repentance,,lk-5,lk-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1fd0e502a44a146b835e,Lk 5:17-26,Lk 5:17-26,Lk 5:17-26,11,11,0,copticchurch_date; katameros_cycle,The second Sunday of Paona | Liturgy | Gospel || Second Sunday of Baunahh | liturgy_gospel | liturgy_gospel,the Eucharistic gathering of the Church,,lk-5,lk-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8b50876cbfc0b87ef5f1,Lk 5:18-26,Lk 5:18-26,Lk 5:18-26,15,15,0,copticchurch_date; katameros_cycle,Nasie 2 | Matins | Gospel,awakening to praise and repentance,,lk-5,lk-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_fb3a08ad47a1a3648ffe,Lk 5:27-32,Lk 5:27-32,Lk 5:27-32,16,16,0,copticchurch_date; katameros_cycle,Baba 12 | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-5,lk-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9d5f3846f6e439b8eb2b,Lk 5:27-39,Lk 5:27-39,Lk 5:27-39,15,15,0,copticchurch_date; katameros_cycle,The second Sunday of Mesra | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-5,lk-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5282dc56311ecdd7d020,Lk 6:12-16,Lk 6:12-16,Lk 6:12-16,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the seventh week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,lk-6,lk-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_69dca3a06350d985f513,Lk 6:12-23,Lk 6:12-23,Lk 6:12-23,123,123,0,copticchurch_date; katameros_cycle,Abib 18 | Matins | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,lk-6,lk-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3b514969a9bfa599308e,Lk 6:17-23,Lk 6:17-23,Lk 6:17-23,602,602,0,copticchurch_date; katameros_cycle,Abib 10 | Matins | Gospel,awakening to praise and repentance,,lk-6,lk-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2edad2b3cc5a79851cc0,Lk 6:24-34,Lk 6:24-34,Lk 6:24-34,16,16,0,copticchurch_date; katameros_cycle,Wednesday of the first week of Great Lent | Matins | Gospel,awakening to praise and repentance,,lk-6,lk-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_56576de9108ac8bbfcbd,Lk 6:27-38,Lk 6:27-38,Lk 6:27-38,17,17,0,copticchurch_date; katameros_cycle,The fourth Sunday of Paona | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-6,lk-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e6204969235e41c64177,Lk 6:35-38,Lk 6:35-38,Lk 6:35-38,16,16,0,copticchurch_date; katameros_cycle,Wednesday of the first week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-6,lk-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2c47e6ca27f157322100,Lk 6:39-49,Lk 6:39-49,Lk 6:39-49,14,14,0,copticchurch_date; katameros_cycle,Friday of the second week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-6,lk-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1325ebd45f2cf5527a7d,Lk 7:1-10,Lk 7:1-10,Lk 7:1-10,34,34,0,copticchurch_date; katameros_cycle,The fourth Sunday of Abib | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-7,lk-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_982210c24fdc90c25e07,Lk 7:11-16,Lk 7:11-16,Lk 7:11-16,1,1,0,special_service,funeral | part_4 | part_4,,,lk-7,lk-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ca75f6c1f9e977967e0f,Lk 7:11-17,Lk 7:11-17,Lk 7:11-17,102,102,0,copticchurch_date; katameros_cycle,Abib 20 | Matins | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,lk-7,lk-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8b52f2bd3e146094caf5,Lk 7:18-23,Lk 7:18-23,Lk 7:18-23,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the seventh week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-7,lk-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_857340c0111a6419e273,Lk 7:18-28,Lk 7:18-28,Lk 7:18-28,9,9,0,copticchurch_date; katameros_cycle,Paona 2 | Vespers | Gospel || vespers_gospel | vespers_gospel,evening thanksgiving and watchfulness,,lk-7,lk-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e88712f8b2196d955c69,Lk 7:24-28,Lk 7:24-28,Lk 7:24-28,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the seventh week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,lk-7,lk-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9c3906f711c59b5c5078,Lk 7:28-35,Lk 7:28-35,Lk 7:28-35,33,33,0,copticchurch_date; katameros_cycle; special_service,Paona 30 | Vespers | Gospel,evening thanksgiving and watchfulness; the Eucharistic gathering of the Church,,lk-7,lk-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_17f9065587d4ebfb137e,Lk 7:36-50,Lk 7:36-50,Lk 7:36-50,65,65,0,agpeya; copticchurch_date; katameros_cycle; special_service,Midnight Prayer - Second Watch | Midnight Prayer - Second Watch | gospel || Annunciation | Vespers | Gospel,evening thanksgiving and watchfulness; the Eucharistic gathering of the Church,,lk-7,lk-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_23992b16482d71d0625b,Lk 8:1-3,Lk 8:1-3,Lk 8:1-3,34,34,0,copticchurch_date; katameros_cycle,The fourth Sunday of Kiak | Vespers | Gospel,awakening to praise and repentance; evening thanksgiving and watchfulness,,lk-8,lk-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ea97249fb6cabfbc12ea,Lk 8:18-21,Lk 8:18-21,Lk 8:18-21,17,17,0,copticchurch_date; katameros_cycle,Friday of the seventh week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,lk-8,lk-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_df4b2d2be1805e21db0d,Lk 8:22-25,Lk 8:22-25,Lk 8:22-25,17,17,0,copticchurch_date; katameros_cycle,Thursday of the seventh week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-8,lk-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_bc6cdfc1625a91da2932,Lk 8:23-25,Lk 8:23-25,Lk 8:23-25,16,16,0,copticchurch_date; katameros_cycle,Thursday of the first week of Great Lent | Matins | Gospel,awakening to praise and repentance,,lk-8,lk-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5202bebdd98b12ab5607,Lk 8:4-15,Lk 8:4-15,Lk 8:4-15,17,17,0,copticchurch_date; katameros_cycle,The first Sunday of Hator | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-8,lk-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_eb10fad9b3b0c1a61853,Lk 8:40-56,Lk 8:40-56,Lk 8:40-56,17,17,0,copticchurch_date; katameros_cycle,Saturday of the seventh week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-8,lk-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2c3227d9d1cd63f0a48a,Lk 9:1-6,Lk 9:1-6,Lk 9:1-6,57,57,0,copticchurch_date; katameros_cycle,Amshir 4 | Vespers | Gospel || Baba 22 | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-9,lk-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_4b76d51c8dfc9058348e,Lk 9:10-17,Lk 9:10-17,Lk 9:10-17,18,18,0,agpeya; copticchurch_date; katameros_cycle,Ninth Hour (None) | Ninth Hour (None) | gospel || The third Sunday of Abib | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-9,lk-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8824c8a4b07d2321f5ef,Lk 9:12-17,Lk 9:12-17,Lk 9:12-17,32,32,0,copticchurch_date; katameros_cycle,Monday of the fifth week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-9,lk-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_752f74d0fb9e9f2a1459,Lk 9:18-22,Lk 9:18-22,Lk 9:18-22,18,17,1,copticchurch_date; katameros_cycle; pascha_source_text,Tuesday of the sixth week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church; the descent of the Holy Spirit and the trial of the heart,,lk-9,lk-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_b53357ba2439b88e5faa,Lk 9:18-27,Lk 9:18-27,Lk 9:18-27,98,98,0,copticchurch_date; katameros_cycle,Amshir 11 | Vespers | Gospel || Amshir 20 | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-9,lk-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6658407b8d74b1799e2a,Lk 9:28-35,Lk 9:28-35,Lk 9:28-35,19,19,0,copticchurch_date; katameros_cycle; special_service,Saturday of the first week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-9,lk-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_60bfb4f154af61093493,Lk 9:28-36,Lk 9:28-36,Lk 9:28-36,35,35,0,copticchurch_date; katameros_cycle,Thursday of the first week of the holy fifty days | Matins | Gospel,awakening to praise and repentance; evening thanksgiving and watchfulness,,lk-9,lk-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_cf40940529b78574d80b,Lk 9:37-43,Lk 9:37-43,Lk 9:37-43,16,16,0,copticchurch_date; katameros_cycle,Thursday of the fifth week of Great Lent | Matins | Gospel,awakening to praise and repentance,,lk-9,lk-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_35165962dabca73ca1b9,Lk 9:51-62,Lk 9:51-62,Lk 9:51-62,17,17,0,copticchurch_date; katameros_cycle,The Feast of the Ascension | Vespers | Gospel,evening thanksgiving and watchfulness,,lk-9,lk-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_4e7b7b78e4f0d502a6ee,Lk 9:57-62,Lk 9:57-62,Lk 9:57-62,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the fourth week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,lk-9,lk-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3e62bb1d633c19186599,Lk 9:7-12,Lk 9:7-12,Lk 9:7-12,15,15,0,copticchurch_date; katameros_cycle,Tout 2 | Matins | Gospel,awakening to praise and repentance,,lk-9,lk-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f5ce91b8996a871b27ba,Mal 1:1-9,Mal 1:1-9,Mal 1:1-9,2,2,0,pascha_day_hour,Monday Eve | Third Hour | OT1 || Tuesday Eve | Third Hour | OT1,the descent of the Holy Spirit and the trial of the heart,,mal-1,mal-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6636e99c417825f6e8aa,Mal 1:6-14,Mal 1:6-14,Mal 1:6-14,1,1,0,katameros_cycle,prophecy | prophecy,,,mal-1,mal-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3971469b7e3a53d1f98e,Mal 3:1-18,Mal 3:1-18,Mal 3:1-18,1,1,0,katameros_cycle,prophecy | prophecy,,,mal-3,mal-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8954345f6b37ca0a7e8d,Mark 10:1-12,Mark 10:1-12,Mark 10:1-12,13,13,0,copticchurch_date; katameros_cycle,Wednesday of the fifth week of Great Lent | Matins | Gospel,awakening to praise and repentance,,mark-10,mark-10,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_aa9235f02bff0385e97c,Mark 10:13-16,Mark 10:13-16,Mark 10:13-16,16,16,0,copticchurch_date; katameros_cycle,Mesra 8 | Matins | Gospel,awakening to praise and repentance,,mark-10,mark-10,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_37f4c955f19c5c1fcb04,Mark 10:17-27,Mark 10:17-27,Mark 10:17-27,31,31,0,copticchurch_date; katameros_cycle,Saturday of the third week of Great Lent | Matins | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,mark-10,mark-10,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2ea9cdd3ce5e4a482847,Mark 10:17-30,Mark 10:17-30,Mark 10:17-30,76,76,0,copticchurch_date; katameros_cycle,Abib 2 | Matins | Gospel,awakening to praise and repentance,,mark-10,mark-10,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2583d0586a8f2a6e7453,Mark 10:17-31,Mark 10:17-31,Mark 10:17-31,17,17,0,copticchurch_date; katameros_cycle,The fourth Sunday of Hator | Liturgy | Gospel,the Eucharistic gathering of the Church,,mark-10,mark-10,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_c5eeff74dd07f0aa99f2,Mark 10:32-34,Mark 10:32-34,Mark 10:32-34,1,0,1,pascha_source_text,Monday Eve | Sixth Hour | Gospel,the Cross and the Lord's willing suffering,,mark-10,mark-10,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_34262fb65806137794a6,Mark 10:35-45,Mark 10:35-45,Mark 10:35-45,116,116,0,copticchurch_date; katameros_cycle,Abib 23 | Liturgy | Gospel,the Eucharistic gathering of the Church,,mark-10,mark-10,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_98bb0e226d9444a56dd5,Mark 10:46-52,Mark 10:46-52,Mark 10:46-52,17,17,0,copticchurch_date; katameros_cycle,Saturday of the sixth week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,mark-10,mark-10,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_086294f1b3af0bf3e9ff,Mark 11:1-11,Mark 11:1-11,Mark 11:1-11,19,19,0,copticchurch_date; katameros_cycle; pascha_day_hour; special_service,Palm Sunday | Liturgy | Gospel,the Eucharistic gathering of the Church,,mark-11,mark-11,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_d1cf895fb56180180bb0,Mark 11:11-19,Mark 11:11-19,Mark 11:11-19,2,2,0,pascha_day_hour,Monday | Third Hour | Psalm+Gospel || Tuesday | Third Hour | Psalm+Gospel,the descent of the Holy Spirit and the trial of the heart,,mark-11,mark-11,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9b559d734f895f470341,Mark 11:12-24,Mark 11:12-24,Mark 11:12-24,1,1,0,pascha_day_hour,Monday | First Hour | Psalm+Gospel,the beginning of the day and watchfulness,,mark-11,mark-11,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_38628fc59a5e937bb179,Mark 11:22-26,Mark 11:22-26,Mark 11:22-26,16,16,0,copticchurch_date; katameros_cycle,Sunday of the week before Great Lent | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-11,mark-11,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a988148f0743edc8cb40,Mark 12:1-12,Mark 12:1-12,Mark 12:1-12,16,16,0,copticchurch_date; katameros_cycle,Monday of the sixth week of Great Lent | Matins | Gospel,awakening to praise and repentance,,mark-12,mark-12,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_35ae379687565bb9e4c8,Mark 12:18-27,Mark 12:18-27,Mark 12:18-27,31,31,0,copticchurch_date; katameros_cycle,Mesra 28 | Liturgy | Gospel,the Eucharistic gathering of the Church,,mark-12,mark-12,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1f05d4158bf10ae65138,Mark 12:28-34,Mark 12:28-34,Mark 12:28-34,34,34,0,copticchurch_date; katameros_cycle,Friday of the fifth week of Great Lent | Matins | Gospel,awakening to praise and repentance,,mark-12,mark-12,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9b724c91ec06f732fc0c,Mark 12:28-37,Mark 12:28-37,Mark 12:28-37,17,17,0,copticchurch_date; katameros_cycle,Sunday of the sixth week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-12,mark-12,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_7feecdfad27c7cfc5088,Mark 12:35-40,Mark 12:35-40,Mark 12:35-40,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the fifth week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-12,mark-12,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_400e62f7580d4b6c4e0f,Mark 12:41-44,Mark 12:41-44,Mark 12:41-44,67,67,0,copticchurch_date; katameros_cycle,Amshir 16 | Matins | Gospel || Great Lent | Matins | Gospel || Kiak 13 | Matins | Gospel,awakening to praise and repentance,,mark-12,mark-12,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2e7ea75a0b26a302b616,Mark 13:3-37,Mark 13:3-37,Mark 13:3-37,17,17,0,copticchurch_date; katameros_cycle,The fourth Sunday of Mesra | Liturgy | Gospel,the Eucharistic gathering of the Church,,mark-13,mark-13,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_cb849036aa32c7c89b5b,Mark 13:32-14:2,Mark 13:32-14:2,Mark 13:32-14:2,1,0,1,pascha_source_text,Tuesday Eve | Eleventh Hour | Gospel,the late call to repentance and mercy,,mark-13,mark-13,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_84a2b9f4f6446d60c2e5,Mark 13:32-37,Mark 13:32-37,Mark 13:32-37,14,14,0,copticchurch_date; katameros_cycle; pascha_day_hour,The first Sunday of Nasie | Matins | Gospel || Sunday of Nasie | matins_gospel | matins_gospel,awakening to praise and repentance; the late call to repentance and mercy,,mark-13,mark-13,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_36e01ac81809e1eb569e,Mark 13:33-37,Mark 13:33-37,Mark 13:33-37,168,168,0,copticchurch_date; katameros_cycle,Amshir 12 | Matins | Gospel || Amshir 19 | Matins | Gospel,awakening to praise and repentance,,mark-13,mark-13,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1cacea9ee2f1397884cf,Mark 13:9-13,Mark 13:9-13,Mark 13:9-13,195,195,0,copticchurch_date; katameros_cycle,Abib 12 | Matins | Gospel,awakening to praise and repentance,,mark-13,mark-13,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_11bd89b024291dd99c06,Mark 14:1-2,Mark 14:1-2,Mark 14:1-2,2,2,0,pascha_day_hour,Monday Eve | Eleventh Hour | Psalm+Gospel || Tuesday Eve | Eleventh Hour | Psalm+Gospel,the late call to repentance and mercy,,mark-14,mark-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a284b3c1bdcb5a87067f,Mark 14:12-16,Mark 14:12-16,Mark 14:12-16,1,1,0,pascha_day_hour,Great Thursday | Sixth Hour | Psalm+Gospel,the Cross and the Lord's willing suffering,,mark-14,mark-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_7e14e2f07af8158c8b9b,Mark 14:26-31,Mark 14:26-31,Mark 14:26-31,2,1,1,pascha_day_hour; pascha_source_text,Great Thursday Eve | Third Hour | Psalm+Gospel || Good Friday Eve | Third Hour | Gospel,the descent of the Holy Spirit and the trial of the heart,,mark-14,mark-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_16b69d94202a0f29db61,Mark 14:3-11,Mark 14:3-11,Mark 14:3-11,2,1,1,pascha_day_hour; pascha_source_text,Wednesday Eve | Third Hour | Psalm+Gospel || Thursday Eve | Third Hour | Gospel,the descent of the Holy Spirit and the trial of the heart,,mark-14,mark-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_10a2de1e2fe898df43b5,Mark 14:3-9,Mark 14:3-9,Mark 14:3-9,55,55,0,copticchurch_date; katameros_cycle; special_service,Amshir 16 | Vespers | Gospel || Great Lent | Vespers | Gospel || Kiak 13 | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-14,mark-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1bd466dd3b9c1441c100,Mark 14:32-42,Mark 14:32-42,Mark 14:32-42,2,1,1,pascha_day_hour; pascha_source_text,Great Thursday Eve | Sixth Hour | Psalm+Gospel || Good Friday Eve | Sixth Hour | Gospel,the Cross and the Lord's willing suffering,,mark-14,mark-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_24a3269b0d1a1fb0412d,Mark 14:39,Mark 14:39,Mark 14:39,13,13,0,copticchurch_date,Mesra 7 | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-14,mark-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
