service_family,service_variant,section,reading_type,raw_ref,canonical_ref,matched_ref,source_title,source_url,source_page,notes,source_kind
myron_consecration,first_week_day_2,liturgy,psalm,Psalm 129:2-5,Ps 129:2-5,Ps 129:2-5,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 2 liturgy psalm; source numbering preserved as printed.,special_service
myron_consecration,first_week_day_2,liturgy,gospel,Mark 14:3-9,Mark 14:3-9,Mark 14:3-9,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 2 liturgy Gospel.,special_service
myron_consecration,first_week_day_3,matins,psalm,Psalm 31:1-2,Ps 31:1-2,Ps 31:1-2,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 3 morning psalm; source numbering preserved as printed.,special_service
myron_consecration,first_week_day_3,matins,gospel,John 3:1-21,Jn 3:1-21,Jn 3:1-21,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 3 morning Gospel.,special_service
myron_consecration,first_week_day_3,liturgy,pauline,Titus 2:11-15; Titus 3:1-7,Titus 2:11-15; Titus 3:1-7,Titus 2:11-15,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 3 Pauline.,special_service
myron_consecration,first_week_day_3,liturgy,pauline,Titus 2:11-15; Titus 3:1-7,Titus 2:11-15; Titus 3:1-7,Titus 3:1-7,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 3 Pauline.,special_service
myron_consecration,first_week_day_3,liturgy,catholic,1 John 5:5-13,1Jn 5:5-13,1Jn 5:5-13,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 3 Catholic Epistle.,special_service
myron_consecration,first_week_day_3,liturgy,acts,Acts 8:26-39,Acts 8:26-39,Acts 8:26-39,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 3 Acts / Praxis.,special_service
myron_consecration,first_week_day_3,liturgy,psalm,Psalm 65:1; Psalm 65:6,Ps 65:1; Psalm 65:6,Ps 65:1,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 3 liturgy psalm.,special_service
myron_consecration,first_week_day_3,liturgy,psalm,Psalm 65:1; Psalm 65:6,Ps 65:1; Psalm 65:6,Ps 65:6,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 3 liturgy psalm.,special_service
myron_consecration,first_week_day_3,liturgy,gospel,Matthew 28:16-20,Matt 28:16-20,Matt 28:16-20,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 3 liturgy Gospel.,special_service
home_blessing,main,main_readings,pauline,Romans 8:14-21,Rom 8:14-21,Rom 8:14-21,Rites of Blessing Houses,https://saintbishoy.ca/wp-content/uploads/Rites_Blessing_Houses.pdf,https://saintbishoy.ca/service-books/,Main Pauline for house blessing.,special_service
home_blessing,main,main_readings,psalm,Psalm 102:1-2,Ps 102:1-2,Ps 102:1-2,Rites of Blessing Houses,https://saintbishoy.ca/wp-content/uploads/Rites_Blessing_Houses.pdf,https://saintbishoy.ca/service-books/,Printed as Psalm 102:1-2.,special_service
home_blessing,main,main_readings,gospel,Luke 19:1-10,Lk 19:1-10,Lk 19:1-10,Rites of Blessing Houses,https://saintbishoy.ca/wp-content/uploads/Rites_Blessing_Houses.pdf,https://saintbishoy.ca/service-books/,Main Gospel for house blessing.,special_service
liturgy_of_the_waters,epiphany_laqan,prophecies,old_testament,Habakkuk 3:2-19,Hab 3:2-19,Hab 3:2-19,Coptic Reader: Theophany - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/theophany-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Theophany Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,epiphany_laqan,prophecies,old_testament,Isaiah 35:1-2,Isa 35:1-2,Isa 35:1-2,Coptic Reader: Theophany - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/theophany-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Theophany Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,epiphany_laqan,prophecies,old_testament,Isaiah 40:1-5,Isa 40:1-5,Isa 40:1-5,Coptic Reader: Theophany - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/theophany-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Theophany Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,epiphany_laqan,prophecies,old_testament,Isaiah 9:1-2,Isa 9:1-2,Isa 9:1-2,Coptic Reader: Theophany - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/theophany-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Theophany Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,epiphany_laqan,prophecies,old_testament,Baruch 3:36-4:4,Bar 3:36-4:4,Bar 3:36-4:4,Coptic Reader: Theophany - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/theophany-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Theophany Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,epiphany_laqan,prophecies,old_testament,Ezekiel 36:24-29,Ezek 36:24-29,Ezek 36:24-29,Coptic Reader: Theophany - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/theophany-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Theophany Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,epiphany_laqan,prophecies,old_testament,Ezekiel 47:1-9,Ezek 47:1-9,Ezek 47:1-9,Coptic Reader: Theophany - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/theophany-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Theophany Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,epiphany_laqan,main_readings,pauline,1 Corinthians 10:1-13,1Cor 10:1-13,1Cor 10:1-13,Rites of Laqan for the Feast of Theophany (Epiphany),https://saintbishoy.ca/wp-content/uploads/Rites_Laqan_Epiphany.pdf,https://saintbishoy.ca/service-books/,Main Pauline for the Epiphany Laqan / waters rite.,special_service
liturgy_of_the_waters,epiphany_laqan,main_readings,psalm,Psalm 114:3; Psalm 114:5,Ps 114:3; Psalm 114:5,Ps 114:3,Rites of Laqan for the Feast of Theophany (Epiphany),https://saintbishoy.ca/wp-content/uploads/Rites_Laqan_Epiphany.pdf,https://saintbishoy.ca/service-books/,"Printed as Psalm 114 (113):3,5.",special_service
liturgy_of_the_waters,epiphany_laqan,main_readings,psalm,Psalm 114:3; Psalm 114:5,Ps 114:3; Psalm 114:5,Ps 114:5,Rites of Laqan for the Feast of Theophany (Epiphany),https://saintbishoy.ca/wp-content/uploads/Rites_Laqan_Epiphany.pdf,https://saintbishoy.ca/service-books/,"Printed as Psalm 114 (113):3,5.",special_service
liturgy_of_the_waters,epiphany_laqan,main_readings,gospel,Matthew 3:1-17,Matt 3:1-17,Matt 3:1-17,Rites of Laqan for the Feast of Theophany (Epiphany),https://saintbishoy.ca/wp-content/uploads/Rites_Laqan_Epiphany.pdf,https://saintbishoy.ca/service-books/,Main Gospel for the Epiphany Laqan / waters rite.,special_service
liturgy_of_the_waters,apostles_feast_laqan,prophecies,old_testament,Exodus 15:22-16:1,Exod 15:22-16:1,Exod 15:22-16:1,Coptic Reader: Apostles Feast - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/apostles-feast-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Apostles Feast Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,apostles_feast_laqan,prophecies,old_testament,Exodus 30:17-30,Exod 30:17-30,Exod 30:17-30,Coptic Reader: Apostles Feast - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/apostles-feast-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Apostles Feast Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,apostles_feast_laqan,prophecies,old_testament,Isaiah 1:16-26,Isa 1:16-26,Isa 1:16-26,Coptic Reader: Apostles Feast - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/apostles-feast-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Apostles Feast Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,apostles_feast_laqan,prophecies,old_testament,Isaiah 35:1-10,Isa 35:1-10,Isa 35:1-10,Coptic Reader: Apostles Feast - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/apostles-feast-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Apostles Feast Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,apostles_feast_laqan,prophecies,old_testament,Isaiah 43:16-44:6,Isa 43:16-44:6,Isa 43:16-44:6,Coptic Reader: Apostles Feast - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/apostles-feast-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Apostles Feast Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,apostles_feast_laqan,prophecies,old_testament,Zechariah 8:7-19,Zech 8:7-19,Zech 8:7-19,Coptic Reader: Apostles Feast - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/apostles-feast-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Apostles Feast Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,apostles_feast_laqan,prophecies,old_testament,Zechariah 14:8-11,Zech 14:8-11,Zech 14:8-11,Coptic Reader: Apostles Feast - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/apostles-feast-liturgy-of-the-waters-2026-07-12/readings-09-15.jpg,Prophecy shown in the Apostles Feast Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,apostles_feast_laqan,main_readings,pauline,Hebrews 10:22-38,Heb 10:22-38,Heb 10:22-38,Coptic Reader: Apostles Feast - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/apostles-feast-liturgy-of-the-waters-2026-07-12/readings-21-32.jpg,Pauline reading shown in the Apostles Feast Laqan service; screenshot supplied by George on 2026-07-12.,special_service
liturgy_of_the_waters,apostles_feast_laqan,main_readings,psalm,Psalm 51:7; Psalm 51:10,Ps 51:7; Psalm 51:10,Ps 51:7,Coptic Reader: Apostles Feast - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/apostles-feast-liturgy-of-the-waters-2026-07-12/readings-27-35.jpg,"Displayed by Coptic Reader as Psalms 51:7, 10; source numbering preserved.",special_service
liturgy_of_the_waters,apostles_feast_laqan,main_readings,psalm,Psalm 51:7; Psalm 51:10,Ps 51:7; Psalm 51:10,Ps 51:10,Coptic Reader: Apostles Feast - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/apostles-feast-liturgy-of-the-waters-2026-07-12/readings-27-35.jpg,"Displayed by Coptic Reader as Psalms 51:7, 10; source numbering preserved.",special_service
liturgy_of_the_waters,apostles_feast_laqan,main_readings,gospel,John 5:1-18,Jn 5:1-18,Jn 5:1-18,Coptic Reader: Apostles Feast - Liturgy of the Waters,https://copticreader.org/,sources/coptic-reader/apostles-feast-liturgy-of-the-waters-2026-07-12/readings-27-35.jpg,Gospel reading shown in the Apostles Feast Laqan service; screenshot supplied by George on 2026-07-12.,special_service
church_consecration,main,part_1,pauline,Hebrews 9:1-10,Heb 9:1-10,Heb 9:1-10,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,Main Pauline in church consecration section.,special_service
church_consecration,main,part_1,psalm,Psalm 127:1; Psalm 122:1-2,Ps 127:1; Psalm 122:1-2,Ps 127:1,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,"Printed as Psalm (126) 127:1 and Psalm (121) 122:1,2.",special_service
church_consecration,main,part_1,psalm,Psalm 127:1; Psalm 122:1-2,Ps 127:1; Psalm 122:1-2,Ps 122:1-2,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,"Printed as Psalm (126) 127:1 and Psalm (121) 122:1,2.",special_service
church_consecration,main,part_1,gospel,Luke 9:28-35,Lk 9:28-35,Lk 9:28-35,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,Main Gospel in church consecration section.,special_service
altar_consecration,main,part_3,pauline,Hebrews 13:10-16,Heb 13:10-16,Heb 13:10-16,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,Main Pauline in altar consecration section.,special_service
altar_consecration,main,part_3,psalm,Psalm 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 23,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,The altar consecration section explicitly gives a psalm set across the two incense offerings before the Pauline and Gospel.,special_service
altar_consecration,main,part_3,psalm,Psalm 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 24,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,The altar consecration section explicitly gives a psalm set across the two incense offerings before the Pauline and Gospel.,special_service
altar_consecration,main,part_3,psalm,Psalm 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 26,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,The altar consecration section explicitly gives a psalm set across the two incense offerings before the Pauline and Gospel.,special_service
altar_consecration,main,part_3,psalm,Psalm 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 27,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,The altar consecration section explicitly gives a psalm set across the two incense offerings before the Pauline and Gospel.,special_service
altar_consecration,main,part_3,psalm,Psalm 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 85,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,The altar consecration section explicitly gives a psalm set across the two incense offerings before the Pauline and Gospel.,special_service
altar_consecration,main,part_3,psalm,Psalm 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 23; Psalm 24; Psalm 26; Psalm 27; Psalm 85; Psalm 93,Ps 93,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,The altar consecration section explicitly gives a psalm set across the two incense offerings before the Pauline and Gospel.,special_service
altar_consecration,main,part_3,gospel,Luke 19:1-10,Lk 19:1-10,Lk 19:1-10,"Rites of Consecration of Churches, Altars and Vessels",https://saintbishoy.ca/wp-content/uploads/Rites_Book-2_Consecration.pdf,https://saintbishoy.ca/service-books/,Main Gospel in altar consecration section.,special_service
