old_occasion,identity_key,display_ref,service_section,service_hour,slot,slot_type,presentation_duplicate_rows,specific_coptic_day_count,specific_coptic_days,source_row_ids,validated,source_of_confusion,fix
annual fixed Coptic day,rid_12482d0c91aff1f01a26,Mark 2:13-17,matins_gospel,,matins_gospel,gospel,2,2,Babah 12; Bashans 15,510; 3178,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_13fd99bcce95426cf8a8,Lk 16:19-31,matins_gospel,,matins_gospel,gospel,1,1,Mesra 28,4428,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_171c78749412def8afc9,Jn 15:17-25,matins_gospel,,matins_gospel,gospel,20,20,Abib 3; Amshir 7; Babah 11; Babah 17; Babah 2; Baramhat 22; Barmuda 12; Barmuda 3; Bashans 30; Bashans 7; Baunah 28; Hatur 1; Hatur 13; Hatur 30; Kiyahk 6; Mesra 18; Tubah 2; Tubah 8; Tut 3; Tut 7,33; 83; 374; 497; 574; 757; 911; 1141; 1225; 1542; 1621; 1970; 2536; 2668; 2774; 3078; 3367; 3717; 3779; 4307,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_1cacea9ee2f1397884cf,Mark 13:9-13,matins_gospel,,matins_gospel,gospel,16,16,Abib 12; Abib 21; Abib 24; Abib 4; Amshir 6; Babah 10; Babah 4; Baramhat 13; Baunah 15; Baunah 4; Hatur 15; Hatur 19; Kiyahk 8; Mesra 1; Mesra 9; Tubah 28,404; 482; 939; 993; 1252; 1864; 1955; 2421; 3421; 3551; 3793; 3892; 3996; 4030; 4109; 4198,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_2dc4f93407546fc3d949,Mark 9:1,matins_gospel,,matins_gospel,gospel,24,24,Abib 19; Abib 27; Abib 30; Baramhat 1; Baramhat 7; Barmuda 13; Barmuda 23; Barmuda 4; Bashans 6; Bashans 8; Baunah 10; Baunah 19; Baunah 22; Baunah 7; Hatur 22; Hatur 26; Hatur 7; Mesra 20; Mesra 23; Mesra 27; Tubah 19; Tut 19; Tut 27; Tut 28,226; 314; 326; 841; 1036; 1087; 1757; 2277; 2356; 2684; 2790; 2911; 3065; 3092; 3460; 3497; 3607; 3643; 3974; 4067; 4099; 4336; 4367; 4419,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_2ea9cdd3ce5e4a482847,Mark 10:17-30,matins_gospel,,matins_gospel,gospel,7,7,Abib 2; Abib 9; Babah 30; Barmuda 30; Bashans 23; Baunah 27; Hatur 20,742; 1005; 2991; 3275; 3702; 3764; 3856,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_36e01ac81809e1eb569e,Mark 13:33-37,matins_gospel,,matins_gospel,gospel,15,15,Al-Nasi 4; Amshir 12; Amshir 19; Amshir 3; Babah 13; Babah 25; Babah 7; Baramhat 9; Barmuda 1; Barmuda 10; Bashans 20; Baunah 29; Kiyahk 12; Tubah 14; Tubah 25,443; 521; 681; 1308; 1693; 1830; 1921; 2031; 2124; 2378; 2641; 2751; 3241; 3732; 4497,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3723016a737ab53da217,Mark 8:22-29,matins_gospel,,matins_gospel,gospel,15,15,Amshir 11; Amshir 20; Babah 16; Babah 18; Baramhat 12; Baramhat 16; Baramhat 20; Baramhat 24; Baramhat 3; Barmuda 14; Barmuda 22; Bashans 4; Baunah 18; Hatur 2; Hatur 29,558; 590; 773; 1125; 2017; 2137; 2303; 2409; 2453; 2508; 2564; 2802; 2898; 3040; 3594,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_37424e94554789b41fc3,Matt 12:15-23,matins_gospel,,matins_gospel,gospel,3,3,Bashans 24; Baunah 8; Feast of St. Joseph the Carpenter,3289; 3472; 4056,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3b514969a9bfa599308e,Lk 6:17-23,matins_gospel,,matins_gospel,gospel,59,59,Abib 10; Abib 13; Abib 14; Abib 8; Al-Nasi 5; Amshir 1; Amshir 14; Amshir 18; Amshir 22; Amshir 24; Amshir 27; Amshir 5; Babah 23; Babah 27; Babah 3; Babah 5; Babah 9; Baramhat 17; Baramhat 2; Baramhat 27; Baramhat 4; Baramhat 5; Barmuda 19; Bashans 11; Bashans 12; Bashans 17; Bashans 18; Bashans 27; Bashans 28; Baunah 14; Baunah 3; Hatur 14; Hatur 17; Hatur 21; Hatur 23; Hatur 28; Hatur 3; Hatur 4; Hatur 6; Hatur 9; Kiyahk 1; Kiyahk 10; Kiyahk 15; Kiyahk 19; Kiyahk 27; Mesra 11; Mesra 14; Mesra 19; Mesra 24; Mesra 5; Tubah 18; Tubah 23; Tubah 26; Tubah 7; Tubah 9; Tut 12; Tut 13; Tut 30; Tut 9,111; 142; 157; 348; 391; 419; 469; 654; 707; 786; 800; 827; 864; 927; 969; 1020; 1048; 1111; 1158; 1280; 1344; 1392; 1481; 1604; 1637; 1743; 1808; 1843; 1894; 1944; 2055; 2109; 2163; 2187; 2227; 2289; 2316; 2330; 2468; 2599; 2862; 3126; 3141; 3201; 3215; 3325; 3340; 3409; 3539; 3845; 3870; 3906; 3920; 4154; 4224; 4260; 4323; 4379; 4510,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3e62bb1d633c19186599,Lk 9:7-12,matins_gospel,,matins_gospel,gospel,1,1,Tut 2,19,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3ea189be98ad416c9c45,Mark 8:34-38,matins_gospel,,matins_gospel,gospel,24,24,Abib 19; Abib 27; Abib 30; Baramhat 1; Baramhat 7; Barmuda 13; Barmuda 23; Barmuda 4; Bashans 6; Bashans 8; Baunah 10; Baunah 19; Baunah 22; Baunah 7; Hatur 22; Hatur 26; Hatur 7; Mesra 20; Mesra 23; Mesra 27; Tubah 19; Tut 19; Tut 27; Tut 28,225; 313; 325; 840; 1035; 1086; 1756; 2276; 2355; 2683; 2789; 2910; 3064; 3091; 3459; 3496; 3606; 3642; 3973; 4066; 4098; 4335; 4366; 4418,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3fdf8667f8239980ee84,Jn 1:43-51,matins_gospel,,matins_gospel,gospel,2,2,Babah 14; Baramhat 25,532; 2577,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_400e62f7580d4b6c4e0f,Mark 12:41-44,matins_gospel,,matins_gospel,gospel,5,5,Amshir 16; Hatur 11; Kiyahk 13; Mesra 7; Tut 26,300; 885; 1319; 2084; 4174,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_44aca0c7d72925f4ea8a,Lk 2:40-52,matins_gospel,,matins_gospel,gospel,2,2,Amshir 8; Tubah 6,1590; 1983,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_4dddf743ccc6d13577bb,Jn 4:43-54,matins_gospel,,matins_gospel,gospel,1,1,Tubah 13,1682,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_5f099878759f6390a028,Matt 4:18-22,matins_gospel,,matins_gospel,gospel,8,8,Abib 23; Babah 29; Baramhat 6; Hatur 27; Hatur 5; Kiyahk 16; Mesra 10; Mesra 17,731; 813; 1098; 1359; 2343; 4019; 4211; 4294,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_5fc3baae94a37d1b025f,Lk 19:1-10,matins_gospel,,matins_gospel,gospel,3,3,Baramhat 28; Bashans 9; Tut 16,194; 2610; 3102,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_649d128fd9069419bfb6,Jn 12:20-26,matins_gospel,,matins_gospel,gospel,14,14,Abib 6; Babah 26; Baramhat 19; Barmuda 15; Barmuda 29; Bashans 22; Bashans 3; Baunah 1; Baunah 25; Mesra 26; Tubah 1; Tubah 20; Tut 15; Tut 24,180; 274; 691; 1525; 1766; 2492; 2814; 2977; 3024; 3261; 3380; 3676; 3815; 4408,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_64b1896f50ba882a6cde,Lk 4:23-30,matins_gospel,,matins_gospel,gospel,1,1,Al-Nasi 6,4521,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_6667c08491de7cb2702c,Jn 3:25-36,matins_gospel,,matins_gospel,gospel,1,1,Baunah 2,3395,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_69dca3a06350d985f513,Lk 6:12-23,matins_gospel,,matins_gospel,gospel,11,11,Abib 18; Abib 29; Abib 5; Amshir 10; Amshir 21; Baramhat 8; Barmuda 17; Bashans 26; Hatur 18; Kiyahk 21; Kiyahk 4,983; 1199; 1416; 2004; 2150; 2366; 2839; 3312; 3805; 3961; 4086,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_6d8d52b6341b8e102fb7,Matt 12:1-8,matins_gospel,,matins_gospel,gospel,2,2,Hatur 24; Kiyahk 23,1059; 1435,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7315e3eb01077d30448f,Matt 18:10-20,matins_gospel,,matins_gospel,gospel,5,5,Al-Nasi 3; Baramhat 30; Baunah 13; Kiyahk 22; Tubah 3,1426; 1556; 2630; 3527; 4487,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7c4414603ce18dc6d490,Matt 14:1-5,matins_gospel,,matins_gospel,gospel,1,1,Mesra 30,4453,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_84c2fe51c67bcb04bbce,Jn 3:14-21,matins_gospel,,matins_gospel,gospel,1,1,Tut 18,214,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8b50876cbfc0b87ef5f1,Lk 5:18-26,matins_gospel,,matins_gospel,gospel,1,1,Al-Nasi 2,4476,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_90b829a8d2f8e969811f,Lk 11:20-28,matins_gospel,,matins_gospel,gospel,1,1,Baramhat 29,2620,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_90f9856d0b9722750c38,Matt 17:1-9,matins_gospel,,matins_gospel,gospel,20,20,Amshir 26; Babah 21; Baramhat 21; Baramhat 23; Barmuda 5; Barmuda 7; Bashans 5; Baunah 20; Baunah 26; Baunah 9; Kiyahk 20; Kiyahk 5; Mesra 13; Mesra 22; Mesra 4; Tubah 15; Tut 25; Tut 4; Tut 6; Tut 8,48; 69; 98; 289; 631; 1211; 1405; 1705; 2213; 2520; 2551; 2695; 2716; 3054; 3484; 3618; 3691; 4141; 4244; 4356,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_944de72ab8333eed826b,Matt 15:12-20,matins_gospel,,matins_gospel,gospel,1,1,Mesra 29,4442,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_99ae9cead59d3777cc7f,Mark 2:18-22,matins_gospel,,matins_gospel,gospel,1,1,Feast of Nayrouz,4,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a26b415021002958b1ae,Matt 3:13-17,matins_gospel,,matins_gospel,gospel,1,1,Tubah 12,1672,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a6664e9c88c49d81ff2d,Mark 3:22-27,matins_gospel,,matins_gospel,gospel,5,5,Baramhat 11; Baramhat 14; Barmuda 21; Tut 21; Tut 23,246; 265; 2397; 2432; 2886,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_aa9235f02bff0385e97c,Mark 10:13-16,matins_gospel,,matins_gospel,gospel,2,2,Bashans 10; Mesra 8,3113; 4187,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_ab056b3f3f04f22996b0,Jn 1:1-17,matins_gospel,,matins_gospel,gospel,7,7,Abib 16; Al-Nasi 1; Amshir 29; Barmuda 16; Bashans 16; Kiyahk 24; Tubah 4,1445; 1568; 2254; 2828; 3188; 3941; 4464,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_bb62df1a4a49e3bbcbde,Matt 11:11-19,matins_gospel,,matins_gospel,gospel,1,1,Baunah 30,3744,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_be35f0d2b939ed3c2b9f,Lk 17:5-10,matins_gospel,,matins_gospel,gospel,3,3,Amshir 4; Babah 22; Kiyahk 18,642; 1380; 1932,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_c19f6ca95883077ff177,Matt 22:41-46,matins_gospel,,matins_gospel,gospel,1,1,Kiyahk 30,1514,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_ca75f6c1f9e977967e0f,Lk 7:11-17,matins_gospel,,matins_gospel,gospel,11,11,Abib 20; Amshir 25; Amshir 28; Babah 15; Babah 19; Baramhat 18; Barmuda 2; Barmuda 20; Barmuda 24; Barmuda 26; Baunah 6,544; 604; 2200; 2242; 2481; 2653; 2875; 2922; 2944; 3448; 3985,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_cbd7fda2f62c37b4b45b,Lk 15:3-10,matins_gospel,,matins_gospel,gospel,2,2,Baunah 12; Hatur 12,897; 3517,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_cc6e1eb86deec417a437,Jn 3:22-29,matins_gospel,,matins_gospel,gospel,1,1,Tubah 10,1648,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_dacf45caa8db51368840,Jn 1:14-17,matins_gospel,,matins_gospel,gospel,1,1,Kiyahk 29,1503,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_db4b9e0678c935e5f3f6,Matt 1:18-25,matins_gospel,,matins_gospel,gospel,1,1,Kiyahk 28,1493,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_dec8eb3b8e4cb1bedf89,Lk 19:11-19,matins_gospel,,matins_gospel,gospel,16,16,Amshir 15; Babah 24; Barmuda 9; Bashans 13; Bashans 19; Baunah 16; Baunah 17; Baunah 23; Baunah 5; Hatur 16; Kiyahk 11; Kiyahk 2; Kiyahk 9; Mesra 25; Tubah 17; Tubah 22,668; 954; 1175; 1266; 1295; 1729; 1794; 2072; 2738; 3157; 3228; 3435; 3566; 3580; 3655; 4391,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_dfa7bc8cdcabaca750e6,Mark 1:1-11,matins_gospel,,matins_gospel,gospel,1,1,Tubah 11,1658,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_e1353a99466dc0cf99e7,Jn 4:15-24,matins_gospel,,matins_gospel,gospel,24,24,Abib 1; Abib 17; Abib 28; Babah 1; Babah 6; Baramhat 15; Baramhat 26; Barmuda 11; Barmuda 25; Barmuda 6; Barmuda 8; Hatoor 10; Kiyahk 26; Mesra 15; Mesra 2; Mesra 21; Mesra 6; Tubah 24; Tubah 29; Tubah 30; Tut 10; Tut 20; Tut 29; Tut 5,58; 122; 237; 335; 361; 432; 875; 1469; 1819; 1875; 1884; 2441; 2587; 2705; 2726; 2761; 2933; 3754; 3951; 4076; 4120; 4164; 4273; 4345,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_e2d8832a22e439862231,Lk 13:23-30,matins_gospel,,matins_gospel,gospel,11,11,Abib 15; Amshir 30; Amshir 9; Bashans 14; Bashans 2; Bashans 21; Bashans 29; Baunah 24; Kiyahk 17; Mesra 3; Tut 14,171; 1370; 1994; 2265; 3015; 3169; 3252; 3354; 3667; 3931; 4130,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_e7e17e68ca54c1f75f65,Matt 25:14-23,matins_gospel,,matins_gospel,gospel,5,5,Abib 7; Amshir 2; Babah 20; Kiyahk 25; Kiyahk 7,617; 1240; 1457; 1907; 3830,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_ea79bdd54bf7cef2a9eb,Matt 10:34-42,matins_gospel,,matins_gospel,gospel,13,13,Abib 11; Abib 22; Amshir 13; Amshir 17; Amshir 23; Barmuda 18; Barmuda 27; Baunah 11; Kiyahk 14; Tubah 16; Tubah 27; Tut 11; Tut 22,131; 255; 1330; 1715; 1853; 2041; 2095; 2174; 2849; 2955; 3506; 3881; 4007,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_f15ed4306cff1e1abf32,Matt 12:35-50,matins_gospel,,matins_gospel,gospel,5,5,Bashans 1; Baunah 21; Kiyahk 3; Mesra 16; Tubah 21,1189; 1782; 3005; 3631; 4285,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_0242db1979b9e8ba81b1,Ps 68:26 (LXX Ps 67:26),matins_psalm,,matins_psalm,psalm,3,3,Amshir 4; Babah 22; Kiyahk 18,641; 1379; 1931,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_0719aba1fd722ef13383,Ps 132:10 (LXX Ps 131:10),matins_psalm,,matins_psalm,psalm,35,35,Abib 10; Abib 13; Abib 14; Abib 8; Al-Nasi 5; Amshir 22; Amshir 24; Amshir 5; Babah 23; Babah 27; Baramhat 17; Baramhat 2; Baramhat 27; Baramhat 5; Barmuda 19; Bashans 11; Bashans 17; Bashans 18; Bashans 27; Baunah 14; Baunah 3; Hatur 14; Hatur 23; Hatur 28; Hatur 4; Kiyahk 10; Kiyahk 19; Kiyahk 27; Mesra 11; Mesra 19; Mesra 24; Tubah 18; Tubah 23; Tubah 9; Tut 9,108; 651; 706; 797; 924; 1045; 1108; 1277; 1389; 1478; 1636; 1740; 1805; 1943; 2160; 2184; 2286; 2327; 2465; 2598; 2859; 3123; 3198; 3214; 3322; 3406; 3536; 3844; 3867; 3903; 3919; 4221; 4322; 4376; 4507,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_072b799562307a05676a,Ps 106:22 (LXX Ps 105:22),matins_psalm,,matins_psalm,psalm,3,3,Bashans 24; Baunah 8; Feast of St. Joseph the Carpenter,3287; 3470; 4054,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_0bb4f75581fd3145f69e,Ps 107:41 (LXX Ps 106:41),matins_psalm,,matins_psalm,psalm,15,15,Amshir 11; Amshir 20; Babah 16; Babah 18; Baramhat 12; Baramhat 16; Baramhat 20; Baramhat 24; Baramhat 3; Barmuda 14; Barmuda 22; Bashans 4; Baunah 18; Hatur 2; Hatur 29,556; 588; 771; 1123; 2015; 2135; 2301; 2407; 2451; 2506; 2562; 2800; 2896; 3038; 3592,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_108ce135499f99b1ad4f,Ps 48:1 (LXX Ps 47:1),matins_psalm,,matins_psalm,psalm,5,5,Bashans 1; Baunah 21; Kiyahk 3; Mesra 16; Tubah 21,1188; 1781; 3004; 3630; 4284,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_1285a4280cf2cad64e3e,Ps 106:4 (LXX Ps 105:4),matins_psalm,,matins_psalm,psalm,3,3,Bashans 24; Baunah 8; Feast of St. Joseph the Carpenter,3288; 3471; 4055,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_15b7f83ae45b07f05073,Ps 34:11 (LXX Ps 33:11),matins_psalm,,matins_psalm,psalm,1,1,Tubah 12,1670,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_1b4e52cc3e7cb71dc55b,Ps 26:7 (LXX Ps 25:7),matins_psalm,,matins_psalm,psalm,3,3,Baramhat 28; Bashans 9; Tut 16,193; 2609; 3101,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_1f20371b4a5551e7ef24,Ps 76:1-2 (LXX Ps 75:1-2),matins_psalm,,matins_psalm,psalm,1,1,Kiyahk 28,1492,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_214ee45326022abe0ae6,Ps 113:1-2 (LXX Ps 112:1-2),matins_psalm,,matins_psalm,psalm,16,16,Abib 19; Abib 30; Baramhat 1; Baramhat 7; Barmuda 13; Barmuda 4; Bashans 10; Baunah 10; Baunah 22; Hatur 22; Hatur 26; Mesra 20; Mesra 8; Tubah 19; Tut 27; Tut 28,312; 324; 1034; 1085; 1755; 2275; 2354; 2682; 2788; 3112; 3495; 3641; 3972; 4097; 4186; 4334,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_22c3b560bcfa333483ea,Ps 132:1 (LXX Ps 131:1),matins_psalm,,matins_psalm,psalm,8,8,Abib 14; Abib 8; Amshir 5; Babah 27; Baramhat 27; Bashans 18; Mesra 19; Tubah 9,703; 1633; 1940; 2595; 3211; 3841; 3916; 4319,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
